日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
2024/09/16,臺指選擇權,外資,98217,488036,95244,507311,2973,-19276,55790,480563,66217,570607,-10427,-90044
2024/09/16,臺指選擇權,投信,0,0,0,0,0,0,80,3280,186,613,-106,2667
2024/09/16,臺指選擇權,自營商,134904,559796,132111,621633,2793,-61837,117458,1240737,103889,1005759,13569,234978
2024/09/18,臺指選擇權,外資,241997,833537,244093,880934,-2096,-47398,16133,250333,22270,370929,-6137,-120596
2024/09/18,臺指選擇權,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/09/18,臺指選擇權,自營商,264334,852687,283738,1011447,-19404,-158761,47295,796583,45376,768722,1919,27861
2024/09/19,臺指選擇權,外資,97785,768544,99255,765926,-1470,2619,24211,323519,31818,434416,-7607,-110897
2024/09/19,臺指選擇權,投信,60,1943,60,1096,0,847,60,2610,60,1605,0,1005
2024/09/19,臺指選擇權,自營商,142338,856502,144424,832861,-2086,23641,59612,825772,59779,795710,-167,30062
2024/09/20,臺指選擇權,外資,129110,837568,128223,898048,887,-60479,30837,350341,37557,522016,-6720,-171675
2024/09/20,臺指選擇權,投信,0,0,0,0,0,0,60,2805,60,1755,0,1050
2024/09/20,臺指選擇權,自營商,159087,819260,149382,758338,9705,60922,72861,891270,63323,808107,9538,83163
2024/09/23,臺指選擇權,外資,117411,658074,115500,610731,1911,47343,35396,404669,40205,514245,-4809,-109576
2024/09/23,臺指選擇權,投信,0,0,200,2090,-200,-2090,60,3000,260,4005,-200,-1005
2024/09/23,臺指選擇權,自營商,134617,536021,134042,577290,575,-41269,80672,874693,70559,838191,10113,36502
2024/09/24,臺指選擇權,外資,157036,677913,155638,683192,1398,-5279,38688,436688,42099,538224,-3411,-101536
2024/09/24,臺指選擇權,投信,0,0,200,2009,-200,-2009,60,3360,460,7345,-400,-3985
2024/09/24,臺指選擇權,自營商,209563,636118,202815,621439,6748,14678,91939,912984,75078,867622,16861,45362
2024/09/25,臺指選擇權,外資,245626,884199,248002,917590,-2376,-33391,29643,474787,36926,609178,-7283,-134391
2024/09/25,臺指選擇權,投信,0,0,0,0,0,0,60,4110,460,11110,-400,-7000
2024/09/25,臺指選擇權,自營商,350210,1044993,343517,994354,6693,50639,56751,888210,54251,907192,2500,-18982
2024/09/26,臺指選擇權,外資,105605,794343,99274,751753,6331,42590,41051,658093,42003,747330,-952,-89237
2024/09/26,臺指選擇權,投信,0,0,0,0,0,0,60,4560,460,13220,-400,-8660
2024/09/26,臺指選擇權,自營商,121128,624241,125719,681979,-4591,-57738,72321,956861,74412,1061676,-2091,-104815
2024/09/27,臺指選擇權,外資,160547,1040840,161195,1056907,-648,-16066,43287,660303,44887,775854,-1600,-115551
2024/09/27,臺指選擇權,投信,0,0,0,0,0,0,60,4410,460,12670,-400,-8260
2024/09/27,臺指選擇權,自營商,189614,1014087,181615,1026684,7999,-12597,85416,988947,79508,1114820,5908,-125873
2024/09/30,臺指選擇權,外資,255369,1479091,252006,1472750,3363,6341,49565,554898,47802,699441,1763,-144543
2024/09/30,臺指選擇權,投信,0,0,0,0,0,0,60,3000,460,6305,-400,-3305
2024/09/30,臺指選擇權,自營商,219718,1030546,219801,1087099,-83,-56553,94089,1001826,88264,1218702,5825,-216876
2024/10/01,臺股期貨,外資,"188,148","1,069,966","188,253","1,061,791",-105,"8,175","51,237","542,806","49,579","674,385","1,658","-131,579"
2024/10/01,臺股期貨,投信,0,0,0,0,0,0,60,"3,090",460,"6,195",-400,"-3,105"
2024/10/01,臺股期貨,自營商,"187,645","819,303","193,045","820,162","-5,400",-859,"99,706","967,910","99,281","1,150,468",425,"-182,558"
