日期,單位名稱,買進金額,賣出金額,買賣差額
2024-07-05,自營商(避險),"13,229,165,359","18,701,460,804","-5,472,295,445"
2024-07-05,外資自營商,0,0,0
2024-07-05,合計,"168,122,651,100","176,968,189,079","-8,845,537,979"
2024-07-05,自營商(自行買賣),"5,327,669,420","4,441,271,775","886,397,645"
2024-07-08,自營商(避險),"19,405,420,395","24,991,236,796","-5,585,816,401"
2024-07-08,投信,"13,869,967,453","12,429,857,863","1,440,109,590"
2024-07-08,外資自營商,0,0,0
2024-07-08,外資及陸資(不含外資自營商),"162,547,133,176","170,767,865,331","-8,220,732,155"
2024-07-08,自營商(自行買賣),"5,845,219,223","7,551,045,154","-1,705,825,931"
2024-07-08,合計,"201,667,740,247","215,740,005,144","-14,072,264,897"
2024-07-09,自營商(自行買賣),"6,283,348,867","7,928,525,584","-1,645,176,717"
2024-07-09,投信,"17,143,677,864","12,258,746,722","4,884,931,142"
2024-07-09,外資自營商,0,0,0
2024-07-09,外資及陸資(不含外資自營商),"185,426,904,745","201,144,903,703","-15,717,998,958"
2024-07-09,合計,"230,445,700,230","249,854,721,313","-19,409,021,083"
2024-07-09,自營商(避險),"21,591,768,754","28,522,545,304","-6,930,776,550"
2024-07-10,合計,"197,575,735,383","205,659,398,121","-8,083,662,738"
2024-07-10,自營商(避險),"16,184,724,137","16,925,446,460","-740,722,323"
2024-07-10,自營商(自行買賣),"5,777,939,098","5,451,567,748","326,371,350"
2024-07-10,外資自營商,0,0,0
2024-07-10,外資及陸資(不含外資自營商),"165,748,333,043","176,595,108,206","-10,846,775,163"
2024-07-10,投信,"9,864,739,105","6,687,275,707","3,177,463,398"
2024-07-11,自營商(自行買賣),"6,566,729,781","7,392,064,692","-825,334,911"
2024-07-11,投信,"10,152,486,300","8,636,556,394","1,515,929,906"
2024-07-11,合計,"211,015,048,365","208,664,924,667","2,350,123,698"
2024-07-11,自營商(避險),"17,862,754,087","19,417,924,232","-1,555,170,145"
2024-07-11,外資自營商,0,0,0
2024-07-11,外資及陸資(不含外資自營商),"176,433,078,197","173,218,379,349","3,214,698,848"
2024-07-12,投信,"12,796,189,970","6,056,131,292","6,740,058,678"
2024-07-12,自營商(避險),"18,668,522,419","31,691,643,318","-13,023,120,899"
2024-07-12,外資及陸資(不含外資自營商),"177,559,804,311","219,215,382,421","-41,655,578,110"
2024-07-12,合計,"215,360,496,883","265,297,396,687","-49,936,899,804"
2024-07-12,自營商(自行買賣),"6,335,980,183","8,334,239,656","-1,998,259,473"
2024-07-12,外資自營商,0,0,0
2024-07-15,外資自營商,0,0,0
2024-07-15,投信,"14,812,631,940","9,812,349,676","5,000,282,264"
2024-07-15,外資及陸資(不含外資自營商),"139,762,566,379","152,921,624,775","-13,159,058,396"
2024-07-15,自營商(自行買賣),"4,427,351,811","7,361,298,205","-2,933,946,394"
2024-07-15,合計,"174,601,229,453","193,376,879,429","-18,775,649,976"
2024-07-15,自營商(避險),"15,598,679,323","23,281,606,773","-7,682,927,450"
2024-07-16,自營商(避險),"14,115,379,534","21,792,276,434","-7,676,896,900"
2024-07-16,投信,"22,988,005,264","15,210,105,237","7,777,900,027"
2024-07-16,自營商(自行買賣),"4,508,485,743","6,720,543,577","-2,212,057,834"
2024-07-16,外資自營商,0,0,0
2024-07-16,外資及陸資(不含外資自營商),"142,748,035,778","148,026,189,248","-5,278,153,470"
2024-07-16,合計,"184,359,906,319","191,749,114,496","-7,389,208,177"
2024-07-17,合計,"209,366,930,671","250,846,227,598","-41,479,296,927"
2024-07-17,外資自營商,0,0,0
2024-07-17,自營商(自行買賣),"7,601,683,673","11,633,956,678","-4,032,273,005"
2024-07-17,外資及陸資(不含外資自營商),"167,330,668,092","197,712,279,947","-30,381,611,855"
2024-07-17,自營商(避險),"16,928,955,852","28,116,461,007","-11,187,505,155"
2024-07-17,投信,"17,505,623,054","13,383,529,966","4,122,093,088"
2024-07-18,合計,"237,320,525,064","290,049,197,529","-52,728,672,465"
2024-07-18,外資自營商,0,0,0
2024-07-18,投信,"21,907,697,648","12,712,080,929","9,195,616,719"
2024-07-18,外資及陸資(不含外資自營商),"189,440,523,261","242,792,319,322","-53,351,796,061"
2024-07-18,自營商(避險),"18,841,388,719","26,327,905,357","-7,486,516,638"
2024-07-18,自營商(自行買賣),"7,130,915,436","8,216,891,921","-1,085,976,485"
2024-07-19,合計,"191,884,907,373","265,225,711,930","-73,340,804,557"
2024-07-19,自營商(自行買賣),"5,470,842,416","7,297,809,489","-1,826,967,073"
2024-07-19,自營商(避險),"14,340,699,248","28,463,822,956","-14,123,123,708"
2024-07-19,外資自營商,0,0,0
2024-07-19,外資及陸資(不含外資自營商),"154,031,497,041","218,389,655,842","-64,358,158,801"
2024-07-19,投信,"18,041,868,668","11,074,423,643","6,967,445,025"
2024-07-22,外資自營商,0,0,0
2024-07-22,外資及陸資(不含外資自營商),"181,309,419,445","189,063,206,256","-7,753,786,811"
2024-07-22,合計,"233,325,151,015","238,558,317,386","-5,233,166,371"
2024-07-22,投信,"20,402,412,301","11,338,280,962","9,064,131,339"
2024-07-22,自營商(避險),"18,961,198,575","29,431,929,725","-10,470,731,150"
2024-07-22,自營商(自行買賣),"12,652,120,694","8,724,900,443","3,927,220,251"
2024-07-23,外資自營商,0,0,0
2024-07-23,投信,"14,191,076,344","5,836,539,272","8,354,537,072"
2024-07-23,自營商(避險),"11,602,246,223","16,811,869,434","-5,209,623,211"
2024-07-23,合計,"182,953,659,745","168,223,084,566","14,730,575,179"
2024-07-23,自營商(自行買賣),"4,530,685,679","5,822,507,124","-1,291,821,445"
2024-07-23,外資及陸資(不含外資自營商),"152,629,651,499","139,752,168,736","12,877,482,763"
2024-07-26,投信,"14,101,210,439","5,122,926,866","8,978,283,573"
2024-07-26,外資自營商,0,0,0
2024-07-26,外資及陸資(不含外資自營商),"158,969,913,633","243,387,501,923","-84,417,588,290"
2024-07-26,合計,"191,847,230,191","288,171,947,432","-96,324,717,241"
2024-07-26,自營商(自行買賣),"4,724,721,949","10,734,438,973","-6,009,717,024"
2024-07-26,自營商(避險),"14,051,384,170","28,927,079,670","-14,875,695,500"
2024-07-29,自營商(自行買賣),"4,711,844,931","9,599,015,296","-4,887,170,365"
2024-07-29,合計,"172,355,752,148","180,513,010,182","-8,157,258,034"
2024-07-29,自營商(避險),"10,024,936,841","19,253,533,518","-9,228,596,677"
2024-07-29,外資及陸資(不含外資自營商),"144,968,393,845","145,644,891,843","-676,497,998"
2024-07-29,外資自營商,0,"492,300","-492,300"
2024-07-29,投信,"12,650,576,531","6,015,569,525","6,635,007,006"
2024-07-30,外資自營商,0,0,0
2024-07-30,投信,"15,798,516,155","6,366,663,420","9,431,852,735"
2024-07-30,合計,"174,135,916,839","195,861,934,518","-21,726,017,679"
2024-07-30,自營商(避險),"13,408,911,602","20,393,057,177","-6,984,145,575"
2024-07-30,自營商(自行買賣),"7,501,999,493","8,067,889,662","-565,890,169"
2024-07-30,外資及陸資(不含外資自營商),"137,426,489,589","161,034,324,259","-23,607,834,670"
2024-07-31,自營商(避險),"10,435,059,759","14,866,953,276","-4,431,893,517"
2024-07-31,合計,"182,293,016,162","198,097,197,363","-15,804,181,201"
2024-07-31,投信,"11,602,871,207","5,254,969,908","6,347,901,299"
2024-07-31,外資及陸資(不含外資自營商),"156,233,954,023","172,691,562,488","-16,457,608,465"
2024-07-31,自營商(自行買賣),"4,021,131,173","5,283,711,691","-1,262,580,518"
2024-07-31,外資自營商,0,"217,000","-217,000"
2024-08-01,自營商(自行買賣),"5,990,282,008","6,900,276,502","-909,994,494"
2024-08-01,投信,"13,419,595,141","5,791,210,870","7,628,384,271"
2024-08-01,自營商(避險),"11,702,790,252","16,164,294,727","-4,461,504,475"
2024-08-01,合計,"204,410,256,115","183,919,709,533","20,490,546,582"
2024-08-01,外資自營商,"747,000",0,"747,000"
2024-08-01,外資及陸資(不含外資自營商),"173,297,588,714","155,063,927,434","18,233,661,280"
2024-08-02,外資自營商,0,0,0
2024-08-02,外資及陸資(不含外資自營商),"134,750,356,653","229,180,921,628","-94,430,564,975"
2024-08-02,自營商(避險),"15,479,737,603","41,314,673,905","-25,834,936,302"
2024-08-02,自營商(自行買賣),"7,273,192,343","19,452,504,148","-12,179,311,805"
2024-08-02,合計,"173,884,502,371","295,059,401,449","-121,174,899,078"
2024-08-02,投信,"16,381,215,772","5,111,301,768","11,269,914,004"
2024-08-05,自營商(避險),"22,167,160,935","56,380,846,077","-34,213,685,142"
2024-08-05,投信,"21,365,587,338","3,555,489,498","17,810,097,840"
2024-08-05,自營商(自行買賣),"6,042,556,015","24,344,101,679","-18,301,545,664"
2024-08-05,合計,"239,150,819,248","342,630,574,163","-103,479,754,915"
2024-08-05,外資自營商,0,0,0
2024-08-05,外資及陸資(不含外資自營商),"189,575,514,960","258,350,136,909","-68,774,621,949"
2024-08-06,自營商(避險),"23,263,389,552","32,048,661,771","-8,785,272,219"
2024-08-06,自營商(自行買賣),"10,805,410,125","13,733,244,442","-2,927,834,317"
2024-08-06,合計,"326,834,648,636","299,838,471,355","26,996,177,281"
2024-08-06,投信,"20,490,430,266","6,552,918,870","13,937,511,396"
2024-08-06,外資自營商,0,0,0
2024-08-06,外資及陸資(不含外資自營商),"272,275,418,693","247,503,646,272","24,771,772,421"
2024-08-07,自營商(避險),"15,182,336,804","17,539,760,934","-2,357,424,130"
2024-08-07,自營商(自行買賣),"6,054,998,448","5,652,704,414","402,294,034"
2024-08-07,外資自營商,0,0,0
2024-08-07,合計,"206,990,842,799","206,341,839,258","649,003,541"
2024-08-07,外資及陸資(不含外資自營商),"171,890,540,975","179,686,346,097","-7,795,805,122"
2024-08-07,投信,"13,862,966,572","3,463,027,813","10,399,938,759"
2024-08-08,自營商(避險),"10,894,560,263","19,827,777,144","-8,933,216,881"
2024-08-08,自營商(自行買賣),"6,346,454,024","8,467,043,147","-2,120,589,123"
2024-08-08,投信,"10,598,321,231","3,502,285,417","7,096,035,814"
2024-08-08,外資自營商,0,0,0
2024-08-08,外資及陸資(不含外資自營商),"140,042,225,558","185,251,576,794","-45,209,351,236"
2024-08-08,合計,"167,881,561,076","217,048,682,502","-49,167,121,426"
2024-08-09,合計,"211,200,370,268","191,999,173,327","19,201,196,941"
2024-08-09,投信,"8,488,672,051","3,449,303,003","5,039,369,048"
2024-08-09,自營商(避險),"11,462,668,400","15,862,716,921","-4,400,048,521"
2024-08-09,外資自營商,0,0,0
2024-08-09,外資及陸資(不含外資自營商),"186,928,080,746","161,466,887,252","25,461,193,494"
2024-08-09,自營商(自行買賣),"4,320,949,071","11,220,266,151","-6,899,317,080"
2024-08-12,自營商(避險),"8,513,289,501","13,994,769,291","-5,481,479,790"
2024-08-12,合計,"165,269,419,433","146,760,662,848","18,508,756,585"
2024-08-12,外資及陸資(不含外資自營商),"142,175,266,387","123,409,002,529","18,766,263,858"
2024-08-12,外資自營商,0,0,0
2024-08-12,投信,"11,172,648,837","3,027,070,432","8,145,578,405"
2024-08-12,自營商(自行買賣),"3,408,214,708","6,329,820,596","-2,921,605,888"
2024-08-13,自營商(避險),"8,001,586,373","10,764,141,590","-2,762,555,217"
2024-08-13,投信,"8,614,046,421","3,302,970,847","5,311,075,574"
2024-08-13,合計,"139,281,105,502","142,400,833,043","-3,119,727,541"
2024-08-13,自營商(自行買賣),"3,163,671,113","4,280,769,092","-1,117,097,979"
2024-08-13,外資及陸資(不含外資自營商),"119,501,801,595","124,052,951,514","-4,551,149,919"
2024-08-13,外資自營商,0,0,0
2024-08-14,自營商(避險),"9,700,204,296","13,762,300,819","-4,062,096,523"
2024-08-14,投信,"7,795,761,513","2,895,458,258","4,900,303,255"
2024-08-14,合計,"180,739,061,947","158,361,785,963","22,377,275,984"
2024-08-14,外資自營商,0,0,0
2024-08-14,自營商(自行買賣),"3,274,188,042","6,616,632,692","-3,342,444,650"
2024-08-14,外資及陸資(不含外資自營商),"159,968,908,096","135,087,394,194","24,881,513,902"
2024-08-15,自營商(自行買賣),"4,523,839,129","5,182,529,140","-658,690,011"
2024-08-15,外資自營商,0,0,0
2024-08-15,外資及陸資(不含外資自營商),"104,759,509,448","105,451,145,907","-691,636,459"
2024-08-15,投信,"5,086,835,322","7,081,112,439","-1,994,277,117"
2024-08-15,合計,"122,206,892,622","132,455,424,371","-10,248,531,749"
2024-08-15,自營商(避險),"7,836,708,723","14,740,636,885","-6,903,928,162"
2024-08-16,自營商(自行買賣),"6,685,663,656","4,722,172,900","1,963,490,756"
2024-08-16,外資自營商,"12,100",0,"12,100"
2024-08-16,自營商(避險),"11,817,269,144","11,025,644,345","791,624,799"
2024-08-16,投信,"9,606,314,088","3,992,327,314","5,613,986,774"
2024-08-16,合計,"194,385,002,390","140,675,602,587","53,709,399,803"
2024-08-16,外資及陸資(不含外資自營商),"166,275,755,502","120,935,458,028","45,340,297,474"
2024-08-19,自營商(避險),"8,909,796,418","12,460,660,246","-3,550,863,828"
2024-08-19,投信,"7,581,862,326","4,262,903,226","3,318,959,100"
2024-08-19,合計,"118,491,787,412","128,011,581,747","-9,519,794,335"
2024-08-19,自營商(自行買賣),"2,783,879,062","8,796,325,324","-6,012,446,262"
2024-08-19,外資及陸資(不含外資自營商),"99,216,249,606","102,491,692,951","-3,275,443,345"
2024-08-19,外資自營商,0,0,0
2024-08-20,外資自營商,0,0,0
2024-08-20,投信,"6,699,744,782","4,436,734,765","2,263,010,017"
2024-08-20,自營商(避險),"8,055,090,437","12,869,052,212","-4,813,961,775"
2024-08-20,自營商(自行買賣),"3,256,898,682","6,865,552,192","-3,608,653,510"
2024-08-20,外資及陸資(不含外資自營商),"114,289,603,319","109,532,357,267","4,757,246,052"
2024-08-20,合計,"132,301,337,220","133,703,696,436","-1,402,359,216"
2024-08-21,投信,"6,152,186,158","5,703,142,112","449,044,046"
2024-08-21,自營商(避險),"9,107,199,932","17,236,652,635","-8,129,452,703"
2024-08-21,外資及陸資(不含外資自營商),"115,411,712,948","120,433,480,640","-5,021,767,692"
2024-08-21,自營商(自行買賣),"4,223,192,377","12,602,824,941","-8,379,632,564"
2024-08-21,外資自營商,0,0,0
2024-08-21,合計,"134,894,291,415","155,976,100,328","-21,081,808,913"
2024-08-22,外資及陸資(不含外資自營商),"95,864,962,564","102,754,446,725","-6,889,484,161"
2024-08-22,外資自營商,0,0,0
2024-08-22,投信,"3,917,806,557","2,385,229,908","1,532,576,649"
2024-08-22,合計,"110,019,323,307","118,347,617,361","-8,328,294,054"
2024-08-22,自營商(避險),"7,049,071,571","9,941,414,713","-2,892,343,142"
2024-08-22,自營商(自行買賣),"3,187,482,615","3,266,526,015","-79,043,400"
2024-08-23,外資自營商,0,0,0
2024-08-23,投信,"5,806,942,498","2,728,080,641","3,078,861,857"
2024-08-23,自營商(避險),"9,152,570,300","9,848,879,568","-696,309,268"
2024-08-23,合計,"123,867,953,299","122,343,288,767","1,524,664,532"
2024-08-23,外資及陸資(不含外資自營商),"104,456,004,432","106,406,819,534","-1,950,815,102"
2024-08-23,自營商(自行買賣),"4,452,436,069","3,359,509,024","1,092,927,045"
2024-08-26,自營商(避險),"10,523,980,774","12,054,682,721","-1,530,701,947"
2024-08-26,外資自營商,0,0,0
2024-08-26,合計,"129,383,584,285","134,455,788,912","-5,072,204,627"
2024-08-26,投信,"5,865,507,041","2,857,810,021","3,007,697,020"
2024-08-26,自營商(自行買賣),"3,656,843,556","5,055,644,115","-1,398,800,559"
2024-08-26,外資及陸資(不含外資自營商),"109,337,252,914","114,487,652,055","-5,150,399,141"
2024-08-27,自營商(自行買賣),"3,257,506,997","3,823,536,737","-566,029,740"
2024-08-27,外資自營商,0,0,0
2024-08-27,投信,"7,118,867,400","2,297,718,865","4,821,148,535"
2024-08-27,外資及陸資(不含外資自營商),"88,418,616,539","101,214,970,054","-12,796,353,515"
2024-08-27,自營商(避險),"9,561,382,863","10,368,916,406","-807,533,543"
2024-08-27,合計,"108,356,373,799","117,705,142,062","-9,348,768,263"
2024-08-28,合計,"115,342,396,034","124,338,755,682","-8,996,359,648"
2024-08-28,外資及陸資(不含外資自營商),"97,688,482,385","109,234,763,080","-11,546,280,695"
2024-08-28,投信,"4,848,582,108","2,355,558,688","2,493,023,420"
2024-08-28,自營商(避險),"9,307,301,784","9,530,920,890","-223,619,106"
2024-08-28,外資自營商,0,0,0
2024-08-28,自營商(自行買賣),"3,498,029,757","3,217,513,024","280,516,733"
2024-08-29,投信,"7,140,808,945","4,109,175,532","3,031,633,413"
2024-08-29,外資及陸資(不含外資自營商),"102,285,251,160","126,427,847,439","-24,142,596,279"
2024-08-29,外資自營商,0,0,0
2024-08-29,自營商(避險),"10,122,737,930","12,553,812,556","-2,431,074,626"
2024-08-29,合計,"122,720,310,755","147,150,204,204","-24,429,893,449"
2024-08-29,自營商(自行買賣),"3,171,512,720","4,059,368,677","-887,855,957"
2024-08-30,合計,"224,762,468,013","224,304,008,662","458,459,351"
2024-08-30,外資自營商,0,0,0
2024-08-30,自營商(避險),"9,515,072,741","9,000,448,993","514,623,748"
2024-08-30,自營商(自行買賣),"3,897,055,108","3,242,209,907","654,845,201"
2024-08-30,外資及陸資(不含外資自營商),"205,800,142,341","210,539,605,732","-4,739,463,391"
2024-08-30,投信,"5,550,197,823","1,521,744,030","4,028,453,793"
2024-09-02,自營商(自行買賣),"3,307,685,049","3,803,873,313","-496,188,264"
2024-09-02,自營商(避險),"7,905,919,224","14,277,612,449","-6,371,693,225"
2024-09-02,外資及陸資(不含外資自營商),"83,801,955,675","96,600,155,588","-12,798,199,913"
2024-09-02,合計,"103,388,708,926","117,956,782,872","-14,568,073,946"
2024-09-02,外資自營商,0,0,0
2024-09-02,投信,"8,373,148,978","3,275,141,522","5,098,007,456"
2024-09-03,投信,"8,945,133,269","3,147,482,525","5,797,650,744"
2024-09-03,自營商(避險),"9,698,810,949","14,822,121,091","-5,123,310,142"
2024-09-03,自營商(自行買賣),"3,932,336,224","4,734,962,105","-802,625,881"
2024-09-03,外資自營商,0,0,0
2024-09-03,外資及陸資(不含外資自營商),"87,978,045,030","93,949,708,518","-5,971,663,488"
2024-09-03,合計,"110,554,325,472","116,654,274,239","-6,099,948,767"
2024-09-04,自營商(自行買賣),"9,067,232,747","20,612,273,976","-11,545,041,229"
2024-09-04,合計,"174,079,307,451","297,321,362,030","-123,242,054,579"
2024-09-04,外資自營商,0,0,0
2024-09-04,外資及陸資(不含外資自營商),"133,924,882,864","234,676,727,176","-100,751,844,312"
2024-09-04,自營商(避險),"16,047,008,864","38,475,478,272","-22,428,469,408"
2024-09-04,投信,"15,040,182,976","3,556,882,606","11,483,300,370"
2024-09-05,投信,"10,885,036,842","4,180,938,796","6,704,098,046"
2024-09-05,合計,"121,101,355,822","155,057,350,927","-33,955,995,105"
2024-09-05,外資自營商,0,0,0
2024-09-05,自營商(自行買賣),"4,340,051,176","9,797,138,261","-5,457,087,085"
2024-09-05,自營商(避險),"9,301,552,059","18,790,716,132","-9,489,164,073"
2024-09-05,外資及陸資(不含外資自營商),"96,574,715,745","122,288,557,738","-25,713,841,993"
2024-09-06,投信,"9,696,028,901","3,799,835,229","5,896,193,672"
2024-09-06,自營商(自行買賣),"3,563,662,487","5,589,078,412","-2,025,415,925"
2024-09-06,外資自營商,0,0,0
2024-09-06,自營商(避險),"8,182,058,101","13,622,180,820","-5,440,122,719"
2024-09-06,外資及陸資(不含外資自營商),"94,926,976,227","93,731,001,515","1,195,974,712"
2024-09-06,合計,"116,368,725,716","116,742,095,976","-373,370,260"
2024-09-09,自營商(自行買賣),"5,699,523,958","7,115,936,811","-1,416,412,853"
2024-09-09,外資及陸資(不含外資自營商),"90,905,030,208","141,028,295,032","-50,123,264,824"
2024-09-09,投信,"11,516,750,343","2,951,158,749","8,565,591,594"
2024-09-09,外資自營商,0,0,0
2024-09-09,合計,"118,632,281,071","171,805,609,293","-53,173,328,222"
2024-09-09,自營商(避險),"10,510,976,562","20,710,218,701","-10,199,242,139"
2024-09-10,自營商(避險),"9,192,135,611","15,733,949,095","-6,541,813,484"
2024-09-10,自營商(自行買賣),"3,843,059,183","4,845,246,273","-1,002,187,090"
2024-09-10,投信,"7,400,327,141","4,994,224,423","2,406,102,718"
2024-09-10,合計,"123,823,034,633","155,973,034,816","-32,150,000,183"
2024-09-10,外資自營商,0,0,0
2024-09-10,外資及陸資(不含外資自營商),"103,387,512,698","130,399,615,025","-27,012,102,327"
2024-09-11,自營商(避險),"7,736,866,558","13,394,957,212","-5,658,090,654"
2024-09-11,自營商(自行買賣),"4,574,616,003","3,618,112,329","956,503,674"
2024-09-11,投信,"9,561,295,944","2,711,424,133","6,849,871,811"
2024-09-11,外資及陸資(不含外資自營商),"78,220,614,210","86,735,493,422","-8,514,879,212"
2024-09-11,外資自營商,0,0,0
2024-09-11,合計,"100,093,392,715","106,459,987,096","-6,366,594,381"
2024-09-12,外資自營商,0,0,0
2024-09-12,合計,"158,579,249,016","110,423,446,006","48,155,803,010"
2024-09-12,外資及陸資(不含外資自營商),"131,220,573,726","94,847,966,178","36,372,607,548"
2024-09-12,投信,"6,573,018,168","2,716,488,992","3,856,529,176"
2024-09-12,自營商(自行買賣),"6,369,661,697","2,243,266,705","4,126,394,992"
2024-09-12,自營商(避險),"14,415,995,425","10,615,724,131","3,800,271,294"
2024-09-13,合計,"108,181,412,118","104,712,722,049","3,468,690,069"
2024-09-13,自營商(避險),"6,741,021,231","9,974,186,287","-3,233,165,056"
2024-09-13,投信,"7,234,267,329","3,584,440,885","3,649,826,444"
2024-09-13,外資及陸資(不含外資自營商),"91,589,694,573","88,645,138,975","2,944,555,598"
2024-09-13,外資自營商,0,0,0
2024-09-13,自營商(自行買賣),"2,616,428,985","2,508,955,902","107,473,083"
2024-09-16,自營商(避險),"6,243,992,996","11,127,106,803","-4,883,113,807"
2024-09-16,自營商(自行買賣),"2,494,643,751","2,785,152,761","-290,509,010"
2024-09-16,投信,"7,861,697,044","5,389,985,247","2,471,711,797"
2024-09-16,合計,"91,373,621,501","96,128,612,440","-4,754,990,939"
2024-09-16,外資及陸資(不含外資自營商),"74,773,287,710","76,826,367,629","-2,053,079,919"
2024-09-16,外資自營商,0,0,0
2024-09-18,外資自營商,0,0,0
2024-09-18,外資及陸資(不含外資自營商),"109,391,575,552","125,316,345,766","-15,924,770,214"
2024-09-18,合計,"137,054,862,324","163,969,328,619","-26,914,466,295"
2024-09-18,自營商(避險),"8,789,150,499","19,143,433,884","-10,354,283,385"
2024-09-18,投信,"13,334,230,616","8,745,366,508","4,588,864,108"
2024-09-18,自營商(自行買賣),"5,539,905,657","10,764,182,461","-5,224,276,804"
2024-09-19,合計,"168,639,027,104","132,788,885,743","35,850,141,361"
2024-09-19,外資自營商,0,0,0
2024-09-19,外資及陸資(不含外資自營商),"135,165,370,924","108,058,671,033","27,106,699,891"
2024-09-19,投信,"11,431,966,633","8,697,223,140","2,734,743,493"
2024-09-19,自營商(避險),"13,783,967,475","12,574,567,385","1,209,400,090"
2024-09-19,自營商(自行買賣),"8,257,722,072","3,458,424,185","4,799,297,887"
2024-09-20,合計,"256,718,615,692","229,579,338,704","27,139,276,988"
2024-09-20,外資自營商,0,0,0
2024-09-20,外資及陸資(不含外資自營商),"219,916,416,414","196,128,363,128","23,788,053,286"
2024-09-20,自營商(自行買賣),"4,437,878,323","3,300,776,042","1,137,102,281"
2024-09-20,自營商(避險),"12,184,440,654","13,386,998,080","-1,202,557,426"
2024-09-20,投信,"20,179,880,301","16,763,201,454","3,416,678,847"
2024-09-23,外資自營商,0,0,0
2024-09-23,自營商(避險),"9,235,292,993","9,663,992,750","-428,699,757"
2024-09-23,外資及陸資(不含外資自營商),"102,398,177,937","90,807,864,936","11,590,313,001"
2024-09-23,投信,"14,022,914,700","9,722,844,092","4,300,070,608"
2024-09-23,合計,"131,459,571,021","112,670,118,347","18,789,452,674"
2024-09-23,自營商(自行買賣),"5,803,185,391","2,475,416,569","3,327,768,822"
2024-09-24,自營商(避險),"12,928,989,000","11,518,296,036","1,410,692,964"
2024-09-24,外資自營商,0,0,0
2024-09-24,外資及陸資(不含外資自營商),"124,288,107,459","113,741,947,360","10,546,160,099"
2024-09-24,自營商(自行買賣),"4,122,964,677","3,113,012,575","1,009,952,102"
2024-09-24,合計,"154,567,122,933","140,878,100,720","13,689,022,213"
2024-09-24,投信,"13,227,061,797","12,504,844,749","722,217,048"
2024-09-25,外資自營商,0,0,0
2024-09-25,自營商(自行買賣),"11,319,338,084","3,338,539,378","7,980,798,706"
2024-09-25,合計,"211,033,080,069","161,327,331,402","49,705,748,667"
2024-09-25,自營商(避險),"15,343,605,864","10,503,069,802","4,840,536,062"
2024-09-25,投信,"13,059,626,286","10,914,474,781","2,145,151,505"
2024-09-25,外資及陸資(不含外資自營商),"171,310,509,835","136,571,247,441","34,739,262,394"
2024-09-26,投信,"14,190,614,054","13,652,613,274","538,000,780"
2024-09-26,外資及陸資(不含外資自營商),"163,576,189,864","142,366,022,339","21,210,167,525"
2024-09-26,外資自營商,0,0,0
2024-09-26,合計,"200,595,301,166","173,976,843,777","26,618,457,389"
2024-09-26,自營商(自行買賣),"8,299,981,935","4,709,463,541","3,590,518,394"
2024-09-26,自營商(避險),"14,528,515,313","13,248,744,623","1,279,770,690"
2024-09-27,自營商(自行買賣),"6,228,280,979","4,050,520,990","2,177,759,989"
2024-09-27,合計,"196,259,865,675","166,114,605,475","30,145,260,200"
2024-09-27,外資及陸資(不含外資自營商),"163,713,451,668","139,063,994,040","24,649,457,628"
2024-09-27,投信,"9,321,269,701","8,344,267,653","977,002,048"
2024-09-27,外資自營商,0,0,0
2024-09-27,自營商(避險),"16,996,863,327","14,655,822,792","2,341,040,535"
2024-09-30,自營商(自行買賣),"3,682,371,093","4,840,163,112","-1,157,792,019"
2024-09-30,投信,"4,859,852,437","5,800,369,116","-940,516,679"
2024-09-30,外資自營商,0,0,0
2024-09-30,合計,"158,470,964,306","209,163,484,964","-50,692,520,658"
2024-09-30,自營商(避險),"14,564,695,569","22,818,270,099","-8,253,574,530"
2024-09-30,外資及陸資(不含外資自營商),"135,364,045,207","175,704,682,637","-40,340,637,430"
2024-10-01,外資及陸資(不含外資自營商),"88,893,481,905","98,201,122,967","-9,307,641,062"
2024-10-01,合計,"112,941,785,629","126,421,609,417","-13,479,823,788"
2024-10-01,自營商(避險),"9,204,621,796","14,016,674,653","-4,812,052,857"
2024-10-01,自營商(自行買賣),"3,572,802,012","4,390,740,655","-817,938,643"
2024-10-01,投信,"11,270,879,916","9,813,071,142","1,457,808,774"
2024-10-01,外資自營商,0,0,0
2024-10-04,合計,"190,900,054,270","213,957,468,769","-23,057,414,499"
2024-10-04,自營商(避險),"18,642,567,859","21,042,615,683","-2,400,047,824"
2024-10-04,投信,"10,209,136,978","6,761,797,423","3,447,339,555"
2024-10-04,外資及陸資(不含外資自營商),"156,975,347,788","179,294,217,230","-22,318,869,442"
2024-10-04,自營商(自行買賣),"5,073,001,645","6,858,838,433","-1,785,836,788"
2024-10-04,外資自營商,0,0,0
2024-10-07,自營商(避險),"17,197,381,439","17,542,905,080","-345,523,641"
2024-10-07,自營商(自行買賣),"7,213,362,463","3,628,846,634","3,584,515,829"
2024-10-07,外資自營商,0,0,0
2024-10-07,投信,"8,994,708,165","4,514,575,771","4,480,132,394"
2024-10-07,外資及陸資(不含外資自營商),"140,753,540,832","139,007,025,706","1,746,515,126"
2024-10-07,合計,"174,158,992,899","164,693,353,191","9,465,639,708"
2024-10-08,合計,"151,705,268,073","181,685,985,673","-29,980,717,600"
2024-10-08,外資及陸資(不含外資自營商),"121,861,330,107","147,183,468,719","-25,322,138,612"
2024-10-08,投信,"8,147,892,312","4,070,817,538","4,077,074,774"
