日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
2024-12-11,臺股期貨,外資,"47,540","218,311,508","49,825","228,806,351","-2,285","-10,494,843","19,117","87,369,629","59,085","270,035,418","-39,968","-182,665,789"
2024-12-11,臺股期貨,投信,316,"1,445,730",474,"2,168,604",-158,"-722,874","31,808","145,343,475","5,869","26,818,053","25,939","118,525,422"
2024-12-11,臺股期貨,自營商,"8,875","40,715,206","7,688","35,291,533","1,187","5,423,673","7,099","32,468,053","6,848","31,316,883",251,"1,151,170"
2024-12-12,臺股期貨,投信,571,"2,639,113",239,"1,104,496",332,"1,534,617","32,098","148,338,727","5,827","26,929,551","26,271","121,409,176"
2024-12-12,臺股期貨,外資,"46,792","215,734,234","46,324","213,587,792",468,"2,146,442","20,878","96,509,665","60,293","278,701,095","-39,415","-182,191,430"
2024-12-12,臺股期貨,自營商,"6,218","28,699,290","6,682","30,848,058",-464,"-2,148,768","6,724","31,108,128","6,928","32,045,352",-204,"-937,224"
2024-12-13,臺股期貨,自營商,"8,244","37,931,183","7,879","36,248,064",365,"1,683,118","7,839","36,078,327","7,670","35,287,185",169,"791,142"
2024-12-13,臺股期貨,外資,"56,506","259,866,429","58,186","267,616,469","-1,680","-7,750,040","19,380","89,129,076","61,541","282,992,038","-42,161","-193,862,962"
2024-12-13,臺股期貨,投信,235,"1,082,014",255,"1,173,171",-20,"-91,157","32,036","147,265,182","5,785","26,592,801","26,251","120,672,381"
2024-12-16,臺股期貨,外資,"89,116","411,680,485","88,061","406,981,729","1,055","4,698,757","18,780","86,355,710","59,850","275,207,743","-41,070","-188,852,033"
2024-12-16,臺股期貨,自營商,"11,967","55,294,424","12,515","57,855,825",-548,"-2,561,401","6,335","29,142,601","6,780","31,184,237",-445,"-2,041,636"
2024-12-16,臺股期貨,投信,"21,255","98,148,635","21,271","98,080,117",-16,"68,518","32,019","147,243,556","5,784","26,598,624","26,235","120,644,932"
2024-12-19,臺股期貨,外資,"64,790","297,522,229","66,503","305,603,996","-1,713","-8,081,767","13,025","59,529,875","51,628","235,962,100","-38,603","-176,432,225"
2024-12-19,臺股期貨,自營商,"7,777","35,701,644","6,891","31,622,051",886,"4,079,593","4,832","22,092,410","5,755","26,318,660",-923,"-4,226,250"
2024-12-19,臺股期貨,投信,172,"786,520","1,421","6,495,097","-1,249","-5,708,577","30,892","141,188,797","5,818","26,590,587","25,074","114,598,210"
2024-12-20,臺股期貨,自營商,"6,921","31,473,714","7,082","32,210,612",-161,"-736,898","4,695","21,260,016","5,765","26,113,595","-1,070","-4,853,579"
2024-12-20,臺股期貨,投信,749,"3,392,058",491,"2,226,589",258,"1,165,469","31,455","142,371,621","6,123","27,713,923","25,332","114,657,698"
2024-12-20,臺股期貨,外資,"62,677","285,528,739","60,637","276,268,245","2,040","9,260,495","11,760","53,228,734","48,323","218,721,602","-36,563","-165,492,868"
2024-12-23,臺股期貨,投信,669,"3,106,840",82,"379,769",587,"2,727,071","31,798","147,752,587","5,879","27,317,361","25,919","120,435,226"
2024-12-23,臺股期貨,自營商,"6,743","30,991,873","9,713","44,656,781","-2,970","-13,664,908","3,172","14,746,873","7,400","34,398,169","-4,228","-19,651,296"
2024-12-23,臺股期貨,外資,"65,601","300,564,476","63,028","288,823,604","2,573","11,740,871","13,465","62,566,797","46,411","215,654,447","-32,946","-153,087,650"
2024-12-26,臺股期貨,投信,307,"1,431,756",256,"1,193,950",51,"237,806","31,684","147,812,197","5,786","26,992,847","25,898","120,819,350"
2024-12-26,臺股期貨,外資,"14,618","68,212,745","16,274","75,942,253","-1,656","-7,729,508","12,820","59,808,582","51,503","240,274,121","-38,683","-180,465,539"
2024-12-26,臺股期貨,自營商,"2,583","12,055,300","2,116","9,878,352",467,"2,176,948","3,724","17,384,245","5,861","27,361,680","-2,137","-9,977,435"
2024-12-27,臺股期貨,投信,244,"1,140,271",99,"462,686",145,"677,585","31,807","148,678,641","5,764","26,943,242","26,043","121,735,399"
2024-12-27,臺股期貨,自營商,"3,493","16,268,958","4,295","20,011,238",-802,"-3,742,279","3,070","14,362,830","5,988","28,008,845","-2,918","-13,646,015"
2024-12-27,臺股期貨,外資,"35,025","163,090,549","32,966","153,523,866","2,059","9,566,683","13,611","63,624,353","50,076","234,078,011","-36,465","-170,453,658"
2024-12-31,臺股期貨,投信,367,"1,692,768",541,"2,492,769",-174,"-800,001","31,352","144,495,098","5,858","26,998,350","25,494","117,496,748"
2024-12-31,臺股期貨,外資,"43,674","201,208,345","45,000","207,284,011","-1,326","-6,075,665","10,700","49,317,033","52,464","241,802,508","-41,764","-192,485,475"
2024-12-31,臺股期貨,自營商,"6,831","31,462,786","5,913","27,262,639",918,"4,200,146","4,516","20,828,860","5,404","24,930,904",-888,"-4,102,044"
2025-01-03,臺股期貨,投信,260,"1,194,939",35,"161,395",225,"1,033,544","31,595","145,191,663","5,919","27,200,173","25,676","117,991,490"
2025-01-03,臺股期貨,自營商,"7,072","32,496,382","8,779","40,333,622","-1,707","-7,837,240","5,069","23,320,118","5,829","26,811,410",-760,"-3,491,292"
2025-01-03,臺股期貨,外資,"60,097","275,760,992","57,188","262,405,622","2,909","13,355,370","9,809","45,082,603","49,783","228,792,830","-39,974","-183,710,227"
2025-01-06,臺股期貨,自營商,"8,007","37,433,140","10,190","47,670,476","-2,183","-10,237,336","3,769","17,819,557","6,686","31,584,476","-2,917","-13,764,919"
2025-01-06,臺股期貨,投信,880,"4,144,692",38,"178,465",842,"3,966,227","31,853","150,384,384","5,335","25,187,602","26,518","125,196,782"
2025-01-06,臺股期貨,外資,"55,329","258,198,837","51,375","239,680,019","3,954","18,518,818","15,770","74,464,784","48,632","229,621,317","-32,862","-155,156,533"
2025-01-07,臺股期貨,投信,197,"939,628",912,"4,329,461",-715,"-3,389,833","31,059","147,480,556","5,256","24,957,590","25,803","122,522,966"
2025-01-07,臺股期貨,自營商,"8,691","41,406,223","9,125","43,511,063",-434,"-2,104,841","3,644","17,333,617","7,002","33,271,533","-3,358","-15,937,916"
2025-01-07,臺股期貨,外資,"57,051","272,065,205","54,535","260,027,780","2,516","12,037,425","18,069","85,816,364","48,415","229,919,800","-30,346","-144,103,436"
2025-01-09,臺股期貨,自營商,"8,788","40,925,211","7,585","35,327,532","1,203","5,597,679","5,623","26,017,430","5,917","27,377,683",-294,"-1,360,253"
2025-01-09,臺股期貨,投信,68,"315,935",476,"2,201,705",-408,"-1,885,770","30,444","140,646,241","5,507","25,441,239","24,937","115,205,002"
2025-01-09,臺股期貨,外資,"59,239","276,121,880","61,268","285,594,592","-2,029","-9,472,712","16,753","77,437,592","57,753","266,876,557","-41,000","-189,438,965"
2025-01-10,臺股期貨,投信,"1,069","4,935,716",759,"3,495,844",310,"1,439,872","30,753","141,832,849","5,506","25,392,041","25,247","116,440,808"
2025-01-10,臺股期貨,自營商,"7,205","33,243,244","7,252","33,468,957",-47,"-225,714","5,867","27,103,295","6,271","28,968,457",-404,"-1,865,162"
2025-01-10,臺股期貨,外資,"46,848","216,170,275","47,796","220,592,144",-948,"-4,421,869","15,158","69,976,105","57,106","263,486,739","-41,948","-193,510,634"
2025-01-16,臺股期貨,自營商,"7,229","33,291,696","8,859","40,797,342","-1,630","-7,505,646","5,678","26,172,989","6,161","28,396,705",-483,"-2,223,716"
2025-01-16,臺股期貨,投信,852,"3,926,815","2,553","11,791,382","-1,701","-7,864,567","30,145","138,878,015","5,588","25,743,916","24,557","113,134,099"
2025-01-16,臺股期貨,外資,"61,341","281,880,651","58,516","268,948,798","2,825","12,931,853","15,832","72,938,916","52,043","239,774,956","-36,211","-166,836,040"
2025-01-20,臺股期貨,投信,273,"1,274,565",345,"1,610,585",-72,"-336,019","29,833","139,278,344","5,451","25,448,539","24,382","113,829,805"
2025-01-20,臺股期貨,自營商,"6,139","28,644,906","5,128","23,926,847","1,011","4,718,058","5,565","25,982,781","5,615","26,216,819",-50,"-234,038"
2025-01-20,臺股期貨,外資,"40,513","188,961,229","43,371","202,292,089","-2,858","-13,330,860","14,167","66,140,498","48,888","228,237,589","-34,721","-162,097,091"
2025-01-21,臺股期貨,自營商,"5,624","26,231,988","6,177","28,824,933",-553,"-2,592,944","4,878","22,789,056","5,601","26,168,729",-723,"-3,379,673"
2025-01-21,臺股期貨,投信,225,"1,051,027",127,"592,486",98,"458,541","29,858","139,502,548","5,378","25,127,092","24,480","114,375,456"
2025-01-21,臺股期貨,外資,"44,760","208,809,447","43,804","204,357,224",956,"4,452,223","15,049","70,312,890","48,744","227,736,209","-33,695","-157,423,319"
2025-01-22,臺股期貨,投信,291,"1,377,690",263,"1,245,418",28,"132,272","29,747","140,935,337","5,239","24,821,334","24,508","116,114,003"
2025-01-22,臺股期貨,自營商,"7,920","37,387,567","7,919","37,358,519",1,"29,048","4,831","22,889,281","5,579","26,434,750",-748,"-3,545,469"
2025-01-22,臺股期貨,外資,"47,124","222,122,282","46,027","216,949,740","1,097","5,172,543","17,476","82,800,149","49,602","235,001,607","-32,126","-152,201,458"
